abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Hyper Cutter', 'Sand Veil', 'Immunity']",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,0.3888888888888889,5120,70,430,60,Flyscorpion Pokémon,0.4444444444444445,1059860,1.1,65,Gligerグライガー,Gligar,50.0,207,35,65,0.45714285714285713,ground,flying,64.8,2,0
"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,0.6666666666666666,6400,70,610,25,Iron Snake Pokémon,0.9999999999999999,1000000,9.2,75,Haganeilハガネール,Steelix,50.0,208,55,95,0.14285714285714285,steel,ground,400.0,2,0
"['Intimidate', 'Run Away', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.4166666666666667,5120,70,300,190,Fairy Pokémon,0.19999999999999998,800000,0.6,60,Buluブルー,Snubbull,24.6,209,40,40,0.14285714285714285,fairy,,7.8,2,0
"['Intimidate', 'Quick Feet', 'Rattled']",0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.638888888888889,5120,70,450,75,Fairy Pokémon,0.3111111111111111,800000,1.4,90,Granbuluグランブル,Granbull,24.6,210,60,60,0.22857142857142854,fairy,,48.7,2,0
"['Poison Point', 'Swift Swim', 'Intimidate']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.5,5120,70,440,45,Balloon Pokémon,0.35555555555555557,1000000,0.5,65,Harysenハリーセン,Qwilfish,50.0,211,55,55,0.45714285714285713,water,poison,3.9,2,0
"['Swarm', 'Technician', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.8055555555555556,6400,70,600,25,Pincer Pokémon,0.6,1000000,1.8,70,Hassamハッサム,Scizor,50.0,212,65,100,0.39999999999999997,bug,steel,118.0,2,0
"['Sturdy', 'Gluttony', 'Contrary']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,0.02777777777777778,5120,70,505,190,Mold Pokémon,0.9999999999999999,1059860,0.6,20,Tsubotsuboツボツボ,Shuckle,50.0,213,10,230,0.0,bug,rock,20.5,2,0
"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0000000000000002,6400,70,600,45,Singlehorn Pokémon,0.4888888888888889,1250000,1.5,80,Heracrosヘラクロス,Heracross,50.0,214,40,105,0.39999999999999997,bug,fighting,54.0,2,0
"['Inner Focus', 'Keen Eye', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,0.5,5120,35,430,60,Sharp Claw Pokémon,0.2222222222222222,1059860,0.9,55,Nyulaニューラ,Sneasel,50.0,215,35,75,0.6285714285714286,dark,ice,28.0,2,0
"['Pickup', 'Quick Feet', 'Honey Gather']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,5120,70,330,120,Little Bear Pokémon,0.19999999999999998,1000000,0.6,60,Himegumaヒメグマ,Teddiursa,50.0,216,50,50,0.19999999999999998,normal,,8.8,2,0
"['Guts', 'Quick Feet', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6944444444444444,5120,70,500,60,Hibernator Pokémon,0.3111111111111111,1000000,1.8,90,Ringumaリングマ,Ursaring,50.0,217,75,75,0.2857142857142857,normal,,125.8,2,0
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.19444444444444445,5120,70,250,190,Lava Pokémon,0.15555555555555556,1000000,0.7,40,Magmagマグマッグ,Slugma,50.0,218,70,40,0.08571428571428572,fire,,35.0,2,0
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,0.25,5120,70,430,75,Lava Pokémon,0.5111111111111111,1000000,0.8,60,Magcargotマグカルゴ,Magcargo,50.0,219,90,80,0.14285714285714285,fire,rock,55.0,2,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.25,5120,70,250,225,Pig Pokémon,0.15555555555555556,1250000,0.4,50,Urimooウリムー,Swinub,50.0,220,30,30,0.2571428571428571,ice,ground,6.5,2,0
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.5277777777777778,5120,70,450,75,Swine Pokémon,0.33333333333333337,1250000,1.1,100,Inomooイノムー,Piloswine,50.0,221,60,60,0.2571428571428571,ice,ground,55.8,2,0
"['Hustle', 'Natural Cure', 'Regenerator']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.2777777777777778,5120,70,410,60,Coral Pokémon,0.4,800000,0.6,65,Sunnygoサニーゴ,Corsola,24.6,222,65,95,0.17142857142857143,water,rock,5.0,2,0
"['Hustle', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,5120,70,300,190,Jet Pokémon,0.13333333333333333,1000000,0.6,35,Teppouoテッポウオ,Remoraid,50.0,223,65,35,0.34285714285714286,water,,12.0,2,0
"['Suction Cups', 'Sniper', 'Moody']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5555555555555556,5120,70,480,75,Jet Pokémon,0.3111111111111111,1000000,0.9,75,Okutankオクタン,Octillery,50.0,224,105,75,0.22857142857142854,water,,28.5,2,0
"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.2777777777777778,5120,70,330,45,Delivery Pokémon,0.17777777777777778,800000,0.9,45,Delibirdデリバード,Delibird,50.0,225,65,45,0.39999999999999997,ice,flying,16.0,2,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.19444444444444445,6400,70,485,25,Kite Pokémon,0.2888888888888889,1250000,2.1,85,Mantainマンタイン,Mantine,50.0,226,80,140,0.37142857142857144,water,flying,220.0,2,0
"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.4166666666666667,6400,70,465,25,Armor Bird Pokémon,0.6,1250000,1.7,65,Airmdエアームド,Skarmory,50.0,227,40,70,0.37142857142857144,steel,flying,50.5,2,0
"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0.3055555555555556,5120,35,330,120,Dark Pokémon,0.1111111111111111,1250000,0.6,45,Delvilデルビル,Houndour,50.0,228,80,50,0.34285714285714286,dark,fire,10.8,2,0
"['Early Bird', 'Flash Fire', 'Unnerve']",1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0.4722222222222222,5120,35,600,45,Dark Pokémon,0.3777777777777778,1250000,1.4,75,Hellgarヘルガー,Houndoom,50.0,229,140,90,0.6285714285714286,dark,fire,35.0,2,0
"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,5120,70,540,45,Dragon Pokémon,0.4,1000000,1.8,75,Kingdraキングドラ,Kingdra,50.0,230,95,95,0.45714285714285713,water,dragon,152.0,2,0
"['Pickup', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.3055555555555556,5120,70,330,120,Long Nose Pokémon,0.24444444444444444,1000000,0.5,90,Gomazouゴマゾウ,Phanpy,50.0,231,40,40,0.19999999999999998,ground,,33.5,2,0
"['Sturdy', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.638888888888889,5120,70,500,60,Armor Pokémon,0.5111111111111111,1000000,1.1,90,Donfanドンファン,Donphan,50.0,232,60,60,0.2571428571428571,ground,,120.0,2,0
"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,5120,70,515,45,Virtual Pokémon,0.3777777777777778,1000000,0.6,85,Porygon2ポリゴン２,Porygon2,,233,105,95,0.3142857142857143,normal,,32.5,2,0
"['Intimidate', 'Frisk', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5120,70,465,45,Big Horn Pokémon,0.25333333333333335,1250000,1.4,73,Odoshishiオドシシ,Stantler,50.0,234,85,65,0.45714285714285713,normal,,71.2,2,0
"['Own Tempo', 'Technician', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333334,5120,70,250,45,Painter Pokémon,0.13333333333333333,800000,1.2,55,Dobleドーブル,Smeargle,50.0,235,20,45,0.39999999999999997,normal,,58.0,2,0
"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.16666666666666666,6400,70,210,75,Scuffle Pokémon,0.13333333333333333,1000000,0.7,35,Balkieバルキー,Tyrogue,100.0,236,35,35,0.17142857142857143,fighting,,21.0,2,0
"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,6400,70,455,45,Handstand Pokémon,0.4,1000000,1.4,50,Kapoererカポエラー,Hitmontop,100.0,237,35,110,0.37142857142857144,fighting,,48.0,2,0
"['Oblivious', 'Forewarn', 'Hydration']",2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.1388888888888889,6400,70,305,45,Kiss Pokémon,0.04444444444444444,1000000,0.4,45,Muchulムチュール,Smoochum,0.0,238,85,65,0.34285714285714286,ice,psychic,6.0,2,0
"['Static', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.32222222222222224,6400,70,360,45,Electric Pokémon,0.14222222222222222,1000000,0.6,45,Elekidエレキッド,Elekid,75.4,239,65,55,0.5142857142857142,electric,,23.5,2,0
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.3888888888888889,6400,70,365,45,Live Coal Pokémon,0.14222222222222222,1000000,0.7,45,Bubyブビィ,Magby,75.4,240,70,55,0.44571428571428573,fire,,21.4,2,0
"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,5120,70,490,45,Milk Cow Pokémon,0.4444444444444445,1250000,1.2,95,Miltankミルタンク,Miltank,0.0,241,40,70,0.5428571428571428,normal,,75.5,2,0
"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02777777777777778,10240,140,540,30,Happiness Pokémon,0.022222222222222223,800000,1.5,255,Happinasハピナス,Blissey,0.0,242,75,135,0.2857142857142857,normal,,46.8,2,0
"['Pressure', 'Inner Focus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4444444444444445,20480,35,580,3,Thunder Pokémon,0.3111111111111111,1250000,1.9,90,Raikouライコウ,Raikou,,243,115,100,0.6285714285714286,electric,,178.0,2,1
"['Pressure', 'Inner Focus']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.6111111111111112,20480,35,580,3,Volcano Pokémon,0.35555555555555557,1250000,2.1,115,Enteiエンテイ,Entei,,244,90,75,0.5428571428571428,fire,,198.0,2,1
"['Pressure', 'Inner Focus']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.3888888888888889,20480,35,580,3,Aurora Pokémon,0.4888888888888889,1250000,2.0,100,Suicuneスイクン,Suicune,,245,90,115,0.45714285714285713,water,,187.0,2,1
"['Guts', 'Sand Veil']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.3277777777777778,10240,35,300,45,Rock Skin Pokémon,0.19999999999999998,1250000,0.6,50,Yogirasヨーギラス,Larvitar,50.0,246,45,50,0.2057142857142857,rock,ground,72.0,2,0
['Shed Skin'],1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.4388888888888889,10240,35,410,45,Hard Shell Pokémon,0.2888888888888889,1250000,1.2,70,Sanagirasサナギラス,Pupitar,50.0,247,65,70,0.26285714285714284,rock,ground,152.0,2,0
"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,0.8833333333333333,10240,35,700,45,Armor Pokémon,0.6444444444444444,1250000,2.0,100,Bangirasバンギラス,Tyranitar,50.0,248,95,120,0.3771428571428571,rock,dark,202.0,2,0
"['Pressure', 'Multiscale']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.4722222222222222,30720,0,680,3,Diving Pokémon,0.5555555555555555,1250000,5.2,106,Lugiaルギア,Lugia,,249,90,154,0.6,psychic,flying,216.0,2,1
"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0.6944444444444444,30720,0,680,3,Rainbow Pokémon,0.3777777777777778,1250000,3.8,106,Hououホウオウ,Ho-Oh,,250,110,154,0.48571428571428565,fire,flying,199.0,2,1
['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,0.5277777777777778,30720,100,600,45,Time Travel Pokémon,0.4222222222222222,1059860,0.6,100,Celebiセレビィ,Celebi,,251,100,100,0.5428571428571428,psychic,grass,5.0,2,1
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.2222222222222222,5120,70,310,45,Wood Gecko Pokémon,0.13333333333333333,1059860,0.5,40,Kimoriキモリ,Treecko,88.1,252,65,55,0.37142857142857144,grass,,5.0,3,0
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,5120,70,405,45,Wood Gecko Pokémon,0.17777777777777778,1059860,0.9,50,Juptileジュプトル,Grovyle,88.1,253,85,65,0.5142857142857142,grass,,21.6,3,0
"['Overgrow', 'Unburden']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5833333333333334,5120,70,630,45,Forest Pokémon,0.3111111111111111,1059860,1.7,70,Jukainジュカイン,Sceptile,88.1,254,145,85,0.8,grass,,52.2,3,0
"['Blaze', 'Speed Boost']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.3055555555555556,5120,70,310,45,Chick Pokémon,0.15555555555555556,1059860,0.4,45,Achamoアチャモ,Torchic,88.1,255,70,50,0.22857142857142854,fire,,2.5,3,0
"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0.4444444444444445,5120,70,405,45,Young Fowl Pokémon,0.24444444444444444,1059860,0.9,60,Wakasyamoワカシャモ,Combusken,88.1,256,85,60,0.2857142857142857,fire,fighting,19.5,3,0
"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0.8611111111111112,5120,70,630,45,Blaze Pokémon,0.33333333333333337,1059860,1.9,80,Bursyamoバシャーモ,Blaziken,88.1,257,130,80,0.5428571428571428,fire,fighting,52.0,3,0
"['Torrent', 'Damp']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.3611111111111111,5120,70,310,45,Mud Fish Pokémon,0.19999999999999998,1059860,0.4,50,Mizugorouミズゴロウ,Mudkip,88.1,258,50,50,0.19999999999999998,water,,7.6,3,0
"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.4444444444444445,5120,70,405,45,Mud Fish Pokémon,0.2888888888888889,1059860,0.7,70,Numacrawヌマクロー,Marshtomp,88.1,259,60,70,0.2571428571428571,water,ground,28.0,3,0
"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.8055555555555556,5120,70,635,45,Mud Fish Pokémon,0.4666666666666667,1059860,1.5,100,Laglargeラグラージ,Swampert,88.1,260,95,110,0.37142857142857144,water,ground,81.9,3,0
"['Run Away', 'Quick Feet', 'Rattled']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2777777777777778,3840,70,220,255,Bite Pokémon,0.13333333333333333,1000000,0.5,35,Pochienaポチエナ,Poochyena,50.0,261,30,30,0.17142857142857143,dark,,13.6,3,0
"['Intimidate', 'Quick Feet', 'Moxie']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4722222222222222,3840,70,420,127,Bite Pokémon,0.2888888888888889,1000000,1.0,70,Graenaグラエナ,Mightyena,50.0,262,60,60,0.37142857142857144,dark,,37.0,3,0
"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1388888888888889,3840,70,240,255,Tiny Racoon Pokémon,0.16,1000000,0.4,38,Jiguzagumaジグザグマ,Zigzagoon,50.0,263,30,41,0.3142857142857143,normal,,17.5,3,0
"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3611111111111111,3840,70,420,90,Rush Pokémon,0.2488888888888889,1000000,0.5,78,Massugumaマッスグマ,Linoone,50.0,264,50,61,0.5428571428571428,normal,,32.5,3,0
"['Shield Dust', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2222222222222222,3840,70,195,255,Worm Pokémon,0.13333333333333333,1000000,0.3,45,Kemussoケムッソ,Wurmple,50.0,265,20,30,0.08571428571428572,bug,,3.6,3,0
['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,3840,70,205,120,Cocoon Pokémon,0.2222222222222222,1000000,0.6,50,Karasalisカラサリス,Silcoon,50.0,266,25,25,0.05714285714285715,bug,,10.0,3,0
"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.3611111111111111,3840,70,395,45,Butterfly Pokémon,0.19999999999999998,1000000,1.0,60,Agehuntアゲハント,Beautifly,50.0,267,100,50,0.34285714285714286,bug,flying,28.4,3,0
['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.16666666666666666,3840,70,205,120,Cocoon Pokémon,0.2222222222222222,1000000,0.7,50,Mayuldマユルド,Cascoon,50.0,268,25,25,0.05714285714285715,bug,,11.5,3,0
"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0.25,3840,70,385,45,Poison Moth Pokémon,0.2888888888888889,1000000,1.2,60,Dokucaleドクケイル,Dustox,50.0,269,50,90,0.34285714285714286,bug,poison,31.6,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,0.1388888888888889,3840,70,220,255,Water Weed Pokémon,0.1111111111111111,1059860,0.5,40,Hassbohハスボー,Lotad,50.0,270,40,50,0.14285714285714285,water,grass,2.6,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,0.25,3840,70,340,120,Jolly Pokémon,0.19999999999999998,1059860,1.2,60,Hasubreroハスブレロ,Lombre,50.0,271,60,70,0.2571428571428571,water,grass,32.5,3,0
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,0.3611111111111111,3840,70,480,45,Carefree Pokémon,0.2888888888888889,1059860,1.5,80,Runpappaルンパッパ,Ludicolo,50.0,272,90,100,0.37142857142857144,water,grass,55.0,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.19444444444444445,3840,70,220,255,Acorn Pokémon,0.19999999999999998,1059860,0.5,40,Tanebohタネボー,Seedot,50.0,273,30,30,0.14285714285714285,grass,,4.0,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,0.3611111111111111,3840,70,340,120,Wily Pokémon,0.15555555555555556,1059860,1.0,70,Konohanaコノハナ,Nuzleaf,50.0,274,60,40,0.3142857142857143,grass,dark,28.0,3,0
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,0.5277777777777778,3840,70,480,45,Wickid Pokémon,0.24444444444444444,1059860,1.3,90,Dirtengダーテング,Shiftry,50.0,275,90,60,0.42857142857142855,grass,dark,59.6,3,0
"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.2777777777777778,3840,70,270,200,TinySwallow Pokémon,0.1111111111111111,1059860,0.3,40,Subameスバメ,Taillow,50.0,276,30,30,0.45714285714285713,normal,flying,2.3,3,0
"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4444444444444445,3840,70,455,45,Swallow Pokémon,0.24444444444444444,1059860,0.7,60,Ohsubameオオスバメ,Swellow,50.0,277,75,50,0.6857142857142857,normal,flying,19.8,3,0
"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.1388888888888889,5120,70,270,190,Seagull Pokémon,0.1111111111111111,1000000,0.6,40,Camomeキャモメ,Wingull,50.0,278,55,30,0.45714285714285713,water,flying,9.5,3,0
"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.25,5120,70,440,45,Water Bird Pokémon,0.4222222222222222,1000000,1.2,60,Pelipperペリッパー,Pelipper,50.0,279,95,70,0.34285714285714286,water,flying,28.0,3,0
